X,Y,FID,INDEX_NO,REGION_NO,PORT_NAME,COUNTRY,LATITUDE,LONGITUDE,LAT_DEG,LAT_MIN,LAT_HEMI,LONG_DEG,LONG_MIN,LONG_HEMI,PUB,CHART,HARBORSIZE,HARBORTYPE,SHELTER,ENTRY_TIDE,ENTRYSWELL,ENTRY_ICE,ENTRYOTHER,OVERHD_LIM,CHAN_DEPTH,ANCH_DEPTH,CARGODEPTH,OIL_DEPTH,TIDE_RANGE,MAX_VESSEL,HOLDGROUND,TURN_BASIN,PORTOFENTR,US_REP,ETAMESSAGE,PILOT_REQD,PILOTAVAIL,LOC_ASSIST,PILOTADVSD,TUGSALVAGE,TUG_ASSIST,PRATIQUE,SSCC_CERT,QUAR_OTHER,COMM_PHONE,COMM_FAX,COMM_RADIO,COMM_VHF,COMM_AIR,COMM_RAIL,CARGOWHARF,CARGO_ANCH,CARGMDMOOR,CARBCHMOOR,CARICEMOOR,MED_FACIL,GARBAGE,DEGAUSS,DRTYBALLST,CRANEFIXED,CRANEMOBIL,CRANEFLOAT,LIFT_100_,LIFT50_100,LIFT_25_49,LIFT_0_24,LONGSHORE,ELECTRICAL,SERV_STEAM,NAV_EQUIP,ELECREPAIR,PROVISIONS,WATER,FUEL_OIL,DIESEL,DECKSUPPLY,ENG_SUPPLY,REPAIRCODE,DRYDOCK,RAILWAY
15076369.7031024,4102894.85664595,71,61547,61100,SAKAI-SENBOKU,JP,34.55,135.433333,34,33,N,135,26,E,159,97226,M,CB,G,Y, , , ,Y,F,K,E,D,1,M, , ,Y,N,Y,Y,Y, ,Y, ,Y,Y, ,Y, , ,Y,Y,Y,Y,Y,N, , , ,Y, , ,Y,Y, , , , , , ,Y,N,N, , , ,Y,Y,Y, , ,C,M,S
15070803.7285627,4123186.70966886,72,61555,61100,AMAGASAKI,JP,34.7,135.383333,34,42,N,135,23,E,159,97245,S,CT,F,N,N,N,Y,Y,K,J,K,K,2,M,Y, ,Y,N,Y,Y,Y, , , ,Y,Y, ,Y,Y, ,Y,Y,Y, ,Y,Y,Y, , ,Y, , ,Y,Y,Y, , , , ,Y,Y, , , , ,Y,Y,Y,Y, , ,C, , 
13091172.117289,365699.200434243,73,51780,51760,LINGKAS,ID,3.283333,117.6,3,17,N,117,36,E,163,72131,S,OR,G, , , ,Y, ,M,D,L,L,7,M, , ,Y, ,Y,Y,Y,Y, , ,Y,Y, ,Y, , ,Y,Y,Y, ,Y,Y,Y, , ,Y,N, ,N, ,Y, , , , ,Y,Y, , , , ,Y,Y,Y, , , ,D, , 
15048539.830404,4116418.68120598,74,61560,61100,KOBE,JP,34.65,135.183333,34,39,N,135,11,E,159,97230,L,OR,G,N,N,N,Y, ,G,F,G,G,2,L, ,Y,Y,Y,Y,Y,Y, , ,N,Y,Y, ,Y, , ,Y,Y,Y,Y,Y, ,Y, , ,Y,Y, ,Y,Y,Y,Y, , ,Y,Y,Y,Y,Y,Y,Y, ,Y,Y,Y,Y,Y,A,L,S
14992880.0850074,4132217.11298388,75,61567,61100,HIMEJI,JP,34.766667,134.683333,34,46,N,134,41,E,159,97231,M,CB,F,N,N,N, , ,G,F,F,G,1,M, , ,Y,N,Y,Y,Y, , ,N,Y,Y, ,Y,N, ,Y,Y, ,Y,Y,N, , , , , , ,Y,Y,Y, ,Y, ,Y,Y,Y, , , , , ,Y,Y, ,Y,Y,C, ,S
14968760.8620022,4134475.85298165,76,61570,61100,AIOI,JP,34.783333,134.466667,34,47,N,134,28,E,159,97219,V,CN,F,N,N,N,Y,Y,M,M, , ,1,M,Y, ,Y,N,Y, ,Y, ,Y, ,Y,Y, , , , ,Y,Y, , , ,Y, , , ,Y, , ,Y, , ,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,M,L
15009578.0086264,4123186.70966886,77,61573,61100,KAKOGAWA,JP,34.7,134.833333,34,42,N,134,50,E,159,97204/6,V,CB,F,N,N,N,Y, ,J,L,N,F,0,M, , ,Y,N,Y,N,Y, , , ,Y,Y, , , ,Y,Y, , ,Y,Y, , , , , , , ,Y, , , , , , , , , , , , , ,Y,Y, , , , , ,S
14911245.791759,4093888.00236231,78,61580,61100,UNO,JP,34.483333,133.95,34,29,N,133,57,E,159,97234,V,CN,F,N,N,N, ,Y,H,L,J, ,2,M, , ,Y,N,Y,Y,Y, ,Y, ,Y,Y, , , , ,Y,Y,Y,Y,Y,Y, , , ,Y, , ,Y,Y,Y,Y,Y,Y, ,Y,Y, , ,Y,Y, ,Y,Y, , , ,A,M, 
14909390.4669124,4089387.27494218,79,61590,61100,HIBI KO,JP,34.45,133.933333,34,27,N,133,56,E,159,97234,V,CN,F, , , , , ,H,L, , ,2,L, , , , ,Y,N,Y, ,Y, ,Y,Y, ,Y, , ,Y,Y, , ,Y,Y, , , , , , , ,Y,Y, , , , ,Y,Y,Y,Y,Y,Y,Y,Y,Y, ,Y,Y,C, , 
14887126.5687538,4096139.04044723,80,61595,61100,MIZUSHIMA KO,JP,34.5,133.733333,34,30,N,133,44,E,159,97238/33,M,CN,G,Y,N,N,Y,Y,F,C,F,F,3,M, , ,Y,N,Y,Y,Y, , ,N,Y,Y, ,Y, , ,Y,Y,Y,Y,Y, , , , ,Y, , ,Y,Y,Y, ,Y, ,Y,Y,Y,N,N, , , ,Y,Y, , , ,C,M,S
13078184.8433631,239393.093130418,81,51800,51760,TANJUNGREDEB,ID,2.15,117.483333,2,9,N,117,29,E,163,72120,S,RN,G, , , ,Y, ,N,M,N, ,0, , , , , , , , , , , , , , , , ,Y, , , , ,Y, , , , , , , , , , , , , , , , , , , , ,Y, , , , , ,C, , 
13131989.2639132,109469.540086538,82,51810,51760,BENOA,ID,0.983333,117.966667,0,59,N,117,58,E,163,72110,V,RN,G, , , ,Y, ,K,C,M,M,3, , , , , , , , , , , , , , , , , , , , , , , , , , ,Y, , , , , , , , , , , , , , , , , , , , , ,D, , 
13078184.8433631,11131.9547309726,83,51811,51760,BONTANG LNG TERMINAL,ID,0.1,117.483333,0,6,N,117,29,E,163,72109,V,CN,F, , , ,Y, ,H,B,H,H,8,L,Y,Y,Y,N,Y,Y,Y, , , ,Y, , , , , ,Y,Y,Y, ,Y, , , , ,N,N, ,N,N,Y,N,Y, , , ,Y, , , , ,Y,Y, , , , ,N, , 
13083750.8179028,-11131.9547309737,84,51815,51760,TANJUNG SANTAN,ID,-0.1,117.533333,0,6,S,117,32,E,163,72109,V,CN,P,N,N,N, , ,A,A,J,C,0,M,Y, ,Y, ,Y,Y,Y, ,Y, ,Y,Y, ,Y,Y,Y,Y,Y, , ,Y,N, , , ,N, , ,N,N,N,N,N,N,N,N,N,N,N,N,N, , ,N,N, , , , , 
9163449.41713297,1920825.04037747,85,49470,49310,KAKINADA BAY,IN,17,82.316667,17,0,N,82,19,E,173,63290,V,CB,P,Y,Y,N,Y,N, ,K,P, ,2,L,Y,Y,Y,Y,Y,Y,Y,N,N, ,Y,Y,Y, , ,Y,N,Y, ,Y, ,Y, , , ,Y,Y, ,Y, ,Y, , , ,Y,Y,Y, , , , ,Y,Y,Y,N,N,N,C,S, 
9272913.58307969,2000516.32161519,86,49480,49310,VISHAKHAPATNAM,IN,17.683333,83.3,17,41,N,83,18,E,173,63291/0,M,CB,G,Y,Y,N,Y,Y,E,O,K,K,1,M,Y,Y,Y,N,Y,Y,Y, ,Y,N,Y, , ,Y, , ,Y,Y,Y,Y,Y,Y, , , ,Y,Y, ,Y, ,Y, , , , ,Y,Y, , , , , ,Y,Y, ,Y,Y,B,M,L
13037367.6967389,-57515.8497409223,87,51820,51760,SAMARINDA,ID,-0.516667,117.116667,0,31,S,117,7,E,163,72100,V,RN,G, , , ,Y, ,M,B,M,M,1,M, , ,Y, ,Y,Y,Y, , , ,Y,Y,Y,Y, , ,Y,Y,Y, ,Y, , , , ,Y,N, ,N, ,Y,Y,Y, ,Y,Y,Y, , , , ,Y,Y, , , , ,C, ,M
9649544.52693027,2304648.15585356,88,49535,49310,PARADIP,IN,20.266667,86.683333,20,16,N,86,41,E,173,63324,S,CB,G,Y,N,N,Y,Y,H,K,J,G,2,M, ,Y,Y,N,Y,Y,Y, ,Y, ,Y,Y, , ,Y,Y,Y, , ,Y,Y, ,Y, , ,Y,Y, ,N,Y,Y, , ,Y,Y,Y, , , , , , ,Y,Y, , , ,C, ,M
9805391.81404085,2513526.38477624,89,49555,49310,HALDIA PORT,IN,22.016667,88.083333,22,1,N,88,5,E,173,63322/1,V,RN,F,N,N,N,Y, ,L,J,K,K,3,L,Y,Y,Y,Y,Y,Y,Y, , , ,Y,Y, , , , ,N, ,Y,Y,Y,Y, , , ,Y, , ,N,Y,Y, , , ,Y,Y,Y, , , , ,Y,Y,Y,N, , ,C,M,S
13042933.6712786,-105758.36216381,90,51830,51760,SENIPAH OIL TERMINAL,ID,-0.95,117.166667,0,57,S,117,10,E,163,72103/7,V,OR,P,N,N,N,Y, , ,A, ,A,0,M,Y, ,Y,N,Y,Y,Y,Y, ,Y,Y,Y, ,Y, , ,Y,Y,N, , , , , , ,Y,N, ,N,N, , , , , , ,Y,N,N,N,N,N,N,N,Y,N,N,N, , 
9833221.68673917,2577688.70447863,91,49560,49310,CALCUTTA,IN,22.55,88.333333,22,33,N,88,20,E,173,63323,L,RN,G,Y,N,N,Y,Y,L,K,L,L,2,M,Y,Y,Y,Y,Y,Y,Y, ,Y,Y,Y,Y, , ,Y,Y,Y, ,Y,Y,Y,Y, , , ,Y, , ,N,Y,Y,Y,Y,Y,Y,Y,Y,Y, ,Y,Y, ,Y,Y, ,Y,Y,B,M,L
9974226.37507731,2567647.15251636,92,49580,49570,MONGLA,BD,22.466667,89.6,22,28,N,89,36,E,173,63331,S,RN,F,Y,N,N,Y,N,N,M,N, ,3,M, , , , ,Y,Y,Y, ,Y, ,Y, ,Y,Y,Y,Y,Y,Y, ,Y,Y,Y, , , ,Y,Y, ,N,Y,Y, , , ,Y,Y,Y, , , , , ,Y,Y,N, , ,C, , 
13003971.8495009,-139160.403169844,93,51840,51760,BALIKPAPAN,ID,-1.25,116.816667,1,15,S,116,49,E,163,72101,S,CN,E,N,N,N,Y, ,H,H,J,J,9,M, , ,Y,N,Y,Y,Y, , ,N,Y,Y, ,Y, , ,Y, ,Y, ,Y, , , , ,Y, , ,Y, ,Y,Y, , ,Y, ,Y, , , , ,Y,Y,Y,Y,N,N,C,S, 
10220984.5796691,2549587.55501342,94,49590,49570,CHITTAGONG,BD,22.316667,91.816667,22,19,N,91,49,E,173,63337,M,RN,G,Y,Y,N,Y, ,N,L,L,L,3,M,Y,Y,Y,N,Y,Y,Y,Y,Y, ,Y, ,Y, ,Y,Y,Y,Y,Y,Y,Y,Y,Y, , ,Y,N, ,N, ,Y,Y,Y,Y,Y,Y, ,N,N,N,N,Y,Y,Y,Y, , ,C,M,S
12998405.8749612,-161430.494148645,95,51845,51760,LAWI LAWI OIL TERMINAL,ID,-1.45,116.766667,1,27,S,116,46,E,163,72107,S,OR,P, , , ,Y, , ,B, ,B,2,L,Y, ,Y,N,Y,Y,Y, ,Y, ,Y,Y,Y,Y, , ,Y,Y,Y, ,N, ,Y, , ,Y, , ,N,N,N,N, , , , ,Y, , , , ,N,N,N,N,N,N,N, , 
10341580.6946951,2288832.79796772,96,49620,49610,SITTWE,MM,20.133333,92.9,20,8,N,92,54,E,173,63352,S,OR,F,Y,Y,N,Y,N,N,N,N,L,2,M,Y, ,Y,N,Y,Y,Y, , , ,Y, , ,Y, , , , ,Y,Y,Y,Y, , , ,Y, , ,N,Y,Y, , , , ,Y,Y, , , , , ,Y, , , , ,C, , 
10545666.4278161,1895618.27605209,97,49640,49610,BASSEIN,MM,16.783333,94.733333,16,47,N,94,44,E,173,63412,S,RN,G,Y,N,N,Y,N,N,L,N, ,2,M, , , , ,Y,Y, , ,Y, ,N, , , , ,Y,Y, ,Y,Y,Y,Y, , , ,Y, , ,N,N,N,N,N,N,N,N,Y, , , , , ,Y,N,N, , ,C, ,S
12946456.7792577,-291387.309536635,98,51850,51760,GUNUNG BATU BESAR,ID,-2.616667,116.3,2,37,S,116,18,E,163,72094,V,RN,G, , , , , ,N,K,M, ,1, , , , , , , , , , , , , , , , , , , , , ,Y, , , , , , , , , , , , , , , , , , , , , , , , , , ,D, , 
10705224.3646198,1893680.48970819,99,49650,49610,RANGOON,MM,16.766667,96.166667,16,46,N,96,10,E,173,63413,S,RN,G,Y,N,N,Y, , ,M,M,L,2,M, ,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y, , ,Y,Y,Y,Y,Y,Y, , , ,Y,Y, ,N,Y,Y, , , ,Y,Y,Y, , , , , ,Y, , ,Y,Y,C,S,M
12937180.1550249,-360124.213272665,100,51860,51760,KOTA BARU,ID,-3.233333,116.216667,3,14,S,116,13,E,163,72075,V,CN,G, , , ,Y,Y,D,F,N,G,4,M,Y, , , ,Y,Y,Y, ,Y, ,Y,Y,Y,Y, , ,Y, ,Y, ,Y,Y, , , ,Y, , ,N, , , , , , , , , , , , ,Y,Y, , , , ,C, , 
10866637.6262701,1860763.94645215,101,49660,49610,MOULMEIN HARBOR,MM,16.483333,97.616667,16,29,N,97,37,E,173,63420,S,RN,G,Y,N,N,Y,N,P,M,N, ,0,M, , ,Y, ,Y,Y,Y, ,Y, ,Y,Y, ,Y, ,Y, ,Y, ,Y,Y,Y,Y, , ,Y, , ,N,Y, ,Y, , , , ,Y, , , , , ,Y,N,N, , ,C, ,S
12755358.3200626,-371274.466702543,102,51890,51760,BANJARMASIN,ID,-3.333333,114.583333,3,20,S,114,35,E,163,72060,V,RN,E, , , ,Y,Y,O,C,K,C,2,M,N, , , ,Y,Y,Y, , , ,Y,Y, ,Y, , ,Y,Y,Y, ,Y, , , , ,Y, , ,N,Y,Y,Y, ,Y,Y,Y,Y, , , , , ,Y,Y, , , ,C,S,S
10976101.7922168,1395064.68356844,103,49690,49610,MERGUI,MM,12.433333,98.6,12,26,N,98,36,E,173,63433,S,RN,E,Y,N,N,Y,N,N,K,Q, ,12,M, , , , , , , ,Y, , , , , , , ,Y, , ,Y, ,Y,Y, , , ,Y, , ,N, ,Y, , , , , , , , , , , ,Y,Y, , , , , , 
12436242.4464552,-306246.203924422,104,51920,51760,KUMAI,ID,-2.75,111.716667,2,45,S,111,43,E,163,72040,V,RN,G, , , ,Y, ,M,J,N, ,1,L, , , , ,Y, , , , , , ,Y, ,Y, , ,Y,Y, , ,Y, , , , , , , , , , , , , , , , , , , , ,Y, , , , , ,D, , 
10324882.7710761,1309690.67306056,105,49720,49710,PORT BLAIR,IN,11.683333,92.75,11,41,N,92,45,E,173,63383,S,CN,G,Y,Y,N,Y,Y,O,H,O,L,3,M,Y, ,Y, ,Y,Y,Y, ,Y, ,Y,Y, ,Y,Y, ,Y,Y,Y, ,Y,Y, , , ,Y,Y, ,N,Y,Y, , , ,Y,Y,Y, , , , ,N,Y,Y,Y, , ,N, , 
10953837.8940581,874731.97140972,106,49770,49760,PHUKET,TH,7.833333,98.4,7,50,N,98,24,E,174,71043/2,S,OR,G, ,Y,N,Y,N,L,M,K,M,3,M, ,Y, , ,Y,Y,Y,N,Y,N,Y, ,Y, , , ,Y,Y,Y,N,Y,Y,Y, , ,Y, , ,Y, ,Y,Y, ,Y,Y, ,Y, , , ,Y,Y,Y,Y,Y, , ,C,S, 
11011352.9643013,900958.598268463,107,49780,49760,KRABI,TH,8.066667,98.916667,8,4,N,98,55,E,174,71040,V,RN,G,N,N,N,Y,N,O,C,M,J,0,M, , ,Y,Y, , ,N,Y,Y, , ,Y,Y,Y, ,N,Y, ,N, ,Y,Y,Y, , ,Y, , ,N, , , , , , , , , , , , ,Y,N,N,N, , ,N, , 
12170930.9933979,-1855.32487271944,108,51941,51760,PONTIANAK,ID,-0.016667,109.333333,0,1,S,109,20,E,163,71212,V,RN,E,Y, , ,Y,Y,N,E,O,B,2,M, ,Y, , ,Y,Y,Y, , ,N,Y,Y, ,Y, , ,Y,Y,Y, ,Y,Y, , , ,Y, , , ,Y,Y, , ,Y,Y,Y, , , , , ,Y,Y,Y,N, , ,C, , 
11078144.6587773,826064.010185368,109,49790,49760,KANTANG HARBOR,TH,7.4,99.516667,7,24,N,99,31,E,174,71044,V,RN,G,Y,N,N,Y,N,P, ,Q, ,2,M, , ,Y,Y,Y,N,Y,Y,Y, , ,Y, ,Y, , ,Y, ,Y,Y, ,Y, , , ,Y, , ,N, ,Y, , , , ,Y,Y, , , , ,Y,Y,Y,Y, , ,C, ,S
13896383.1006936,166998.313752922,110,52040,51970,MANADO,ID,1.5,124.833333,1,30,N,124,50,E,163,73012,S,CN,P, ,Y, , , , ,A,P, ,5, , , , , ,Y, ,N, , , , ,Y, ,Y, , ,Y,Y,Y, , ,Y, , , ,N, , ,N, ,Y, , , , ,Y,Y, , , , ,Y,Y,Y, , , ,C, ,S
11287796.3664379,334111.17140196,111,49930,49820,PORT KLANG,MY,3,101.4,3,0,N,101,24,E,174,71272/3,L,CN,G,N,N, ,Y,N,F,F,E,F,3,L,Y,Y,Y,Y,Y,Y,Y, ,Y, ,Y, ,Y, ,Y, ,Y, ,Y,Y,Y,Y, , , ,Y,Y, ,Y,Y,Y, , ,Y,Y,Y,Y,Y,N, ,Y,Y,Y,Y, ,Y,Y,C,S, 
13697863.3421123,55660.4518654205,112,52090,51970,GORONTALO,ID,0.5,123.05,0,30,N,123,3,E,163,73012,V,OR,P, ,Y, ,Y, ,K,A,K,L,2,M,Y, , , ,Y,Y,Y, , , ,Y,Y, ,Y, , ,Y,Y,Y, , ,Y, ,Y, ,N, , ,N, , , , , , , ,Y, , , , , ,Y, , , , ,C, , 
11332324.1627552,280244.180160492,113,49960,49820,PORT DICKSON,MY,2.516667,101.8,2,31,N,101,48,E,174,71262,M,OR,F,Y,Y,N,Y,N,J,A,L,G,2,L,Y, , , ,Y,Y,Y, , , ,N,Y,Y, , , ,Y, ,Y,Y,Y,Y, , , ,Y,Y, ,Y, , , , , , , ,Y,N,N,N,N,Y,Y,Y,N,Y,Y, , ,S
11382417.9336122,244963.08062701,114,49970,49820,MELAKA,MY,2.2,102.25,2,12,N,102,15,E,174,71262,S,RN,G,Y,N,N,Y,Y,Q,N,O,L,1,M,N, , , ,Y,Y,Y, ,Y,N,Y,Y, ,Y,Y,Y, ,Y,Y,Y,Y,Y, , , ,Y,Y, ,N,Y,Y, , , ,Y, ,Y, , , , ,Y,Y,Y, , , ,C, , 
13441828.5132878,-152151.066020389,115,52140,51970,POSO,ID,-1.366667,120.75,1,22,S,120,45,E,163,73012,V,OR,P,Y,Y, , , ,N,A,N,N,2,M, , , , ,Y,N, , , , ,Y,Y, ,Y, , ,Y,Y, , , ,Y, , , , , , , , , , , , , , ,Y, , , , , , , , , , ,D, , 
8888861.33984289,775574.739853933,116,49240,49210,COLOMBO,LK,6.95,79.85,6,57,N,79,51,E,173,63233,M,CB,F,N,Y,N,Y,N,H,A,G,C,1,M, ,Y,Y,Y,Y,Y,Y, ,Y, ,Y,Y,Y, ,Y,Y,Y, ,Y,Y,Y,Y, , , ,Y, , ,Y, ,Y,Y, ,Y,Y,Y,Y, , , , ,Y,Y,Y,Y,Y,Y,B,M,M
8929678.4864671,671006.630083818,117,49250,49210,GALLE HARBOR,LK,6.016667,80.216667,6,1,N,80,13,E,173,63234/2,S,CB,G,N,Y,N,Y, ,K,A,L, ,1,M,Y, ,Y,N,Y,Y,Y, , , ,Y,Y,Y,Y,Y,Y,Y, , ,Y, ,Y, , , ,Y, , ,N,Y,Y, , , ,Y,Y, , , , , ,Y,Y,Y, , , ,C, ,S
13506764.8829172,-220827.762159038,118,52230,51970,KOLONODALE,ID,-1.983333,121.333333,1,59,S,121,20,E,163,BA3240,V,CN,F, , , , , ,M,H, ,M,3,L, , ,Y, , , , ,Y, , , , , , ,Y,Y, , , , , ,Y, , , ,Y, , , , , , , , , , , , , , , , , , , , , ,D, , 
5475063.62218251,3563677.64270203,119,48450,48410,BANDAR-E MAHSHAHR,IR,30.466667,49.183333,30,28,N,49,11,E,172,62442,S,RN,G,N,N,N,Y,Y,J, , ,H,4,M, , ,Y,N,Y,Y,Y, ,Y,Y,Y,Y, , ,Y, ,Y,Y, , ,Y, , , , ,N, , ,Y,Y, ,Y, , ,Y,Y, , , , , ,Y,Y,N,N,N,N,N, , 
12284105.8090377,174422.271879778,120,51560,51550,KUCHING,MY,1.566667,110.35,1,34,N,110,21,E,163,71349/8,S,RN,E,Y,Y,Y,Y, ,N,M,L,M,4,M, , ,Y,N,Y,N,Y, ,Y,Y,Y,Y, ,Y,Y, ,Y, ,Y, ,Y,Y, , , ,Y,Y,N,N,Y,Y, , , ,Y,Y,Y,Y, , , , ,Y, ,Y,Y,Y,C,S,S
5463931.67310318,3559373.30282381,121,48460,48410,BANDAR KHOMEYNI,IR,30.433333,49.083333,30,26,N,49,5,E,172,62442,S,OR,G,Y,N,N,Y, ,F,A,H, ,4,L, , ,Y,N,Y,Y, , ,Y, ,Y,Y, , ,Y,Y,Y,Y,Y,Y,Y, , , , ,Y,Y, ,Y, ,Y, , , ,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,B, ,M
12447374.3955345,254246.810185999,122,51580,51550,SIBU,MY,2.283333,111.816667,2,17,N,111,49,E,163,71350,V,RN,G,Y,Y, , , ,O,L,L,N,3,M,Y, , , ,Y, ,Y, ,Y,N,N, , ,Y,Y, ,Y, ,Y, ,Y, , , , ,Y,Y, ,N, ,Y, , ,Y, , ,Y, , , , , ,Y, ,Y, , ,C,S,M
12415833.8731431,237536.471392629,123,51583,51550,SARIKEI,MY,2.133333,111.533333,2,8,N,111,32,E,163,71350,V,RN,G, , , , , ,M,J,M, ,10, , , , , ,Y, ,Y, , ,N,N,Y, ,Y, , ,Y, ,Y, ,Y, , , , ,Y,Y, , , , , , , , , ,Y, , , , , ,Y, ,Y, , ,C, , 
4918466.16821614,9831379.30453182,124,62775,62530,MEZEN,RU,65.833333,44.183333,65,50,N,44,11,E,183,BA2271,S,CN,G,Y,N,Y,Y, ,O,O,O, ,3,M,Y, ,Y,N,Y,Y,Y,Y,Y, ,Y, ,Y, , , ,Y,Y,Y,Y,Y, , , , ,Y, , ,Y, , ,Y, , , ,Y,Y,Y, , , , ,Y,Y, , , ,C, , 
4512150.02682069,9486509.33127333,125,62800,62530,ARKHANGELS'K,RU,64.533333,40.533333,64,32,N,40,32,E,183,BA2280,M,RN,G,Y,N,Y,Y,Y,L,K,L,L,1,L,Y, ,Y,N,Y,Y,Y, ,Y, ,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y, , , , ,Y,Y,Y,Y,Y,Y,Y, ,Y, ,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,L,L
5603081.03659477,3405377.79278527,126,48465,48410,KHARG ISLAND OIL TERMINAL,IR,29.233333,50.333333,29,14,N,50,20,E,172,62431,S,OR,G,N,N,N,Y, ,A,B,C,A,2,M,Y, ,Y,N,Y,Y, , ,Y,Y,Y,Y, , ,Y, ,Y,Y,Y, ,Y,Y, , , ,Y,Y, ,N, , , , , , , , , , , , ,Y,N,Y,Y,N,N,D, , 
4428660.40872573,9495144.30729438,127,62810,62530,SEVERODVINSK,RU,64.566667,39.783333,64,34,N,39,47,E,183,BA2273,S,CN,F, , ,Y, , ,L,K,K,L,2, ,Y,Y,Y, ,Y,Y, , ,Y, ,Y,Y, , ,Y,Y,Y, ,Y,Y,Y, , , , ,Y, , , ,Y,Y,Y,Y, , ,Y,Y,Y, , , ,Y,Y,Y,Y, , ,A,S, 
5508459.46942049,3377767.4991989,128,48468,48410,SIRUS OIL TERMINAL,IR,29.016667,49.483333,29,1,N,49,29,E,172,62540,S,OR,F,N,Y,N,N, ,A,A, ,A,2,L, , ,N,N,Y,Y,Y, , , ,Y,Y,Y, ,Y,Y,Y,Y, , , ,N,Y, , , , , ,N, , , , , , , ,N,N,N,N,N,N,N,N,N,N,N,N, , 
4241272.59922372,9324415.59775169,129,62820,62530,ONEGA,RU,63.9,38.1,63,54,N,38,6,E,183,BA2097,V,RN,G,Y,N,Y,Y,N,N,O,N, ,1,M,Y,N, ,N,Y,Y,Y, ,Y, ,Y,Y,Y, ,Y,Y,Y,Y, ,Y,Y,Y, , , ,Y, , ,Y, , , , , , , ,Y, , , , ,Y,Y, , , , ,C, , 
3873918.27960592,9486509.33127333,130,62830,62530,BELOMORSK,RU,64.533333,34.8,64,32,N,34,48,E,183,BA2275,S,CN,F, , ,Y, , ,M,N,O,N,4, ,Y, ,Y, ,Y,Y,Y, , , , ,Y,Y, , , ,Y, , ,Y,Y, , , , ,Y, , , , , , , , , , ,Y,Y, , , , , , , , , ,C, , 
3872062.95475937,9603982.80600292,131,62840,62530,RABOCHEOSTROVSK,RU,64.983333,34.783333,64,59,N,34,47,E,183,BA2274,S,CN,F, , ,Y, , ,N,M,K,N,5, ,Y, , , , ,Y, , ,Y, , , , , , , ,Y, , ,Y,Y, , , , ,Y, , , ,Y, , , , , ,Y,Y,Y, , , , ,Y, , , , ,C, ,S
3736624.24096088,9954825.39306927,132,62860,62530,KERET,RU,66.283333,33.566667,66,17,N,33,34,E,183,BA3180,S,CN,F, , ,Y, , ,K,G,M, ,0, ,Y, , , , ,Y, , , , , , , , , ,Y, , , , ,Y, , , , ,Y, , , , , , , , , , ,Y,Y, , , , , , , , , ,C, , 
3658700.59740559,10066422.0774208,133,62870,62530,KOVDA,RU,66.683333,32.866667,66,41,N,32,52,E,183,BA3180,V,CN,G, , ,Y, , ,J,G,N, ,0, ,Y, , , ,Y,Y, ,Y,Y, , , , , , ,Y, , , , , , , , , ,Y, , , ,Y, , , , , ,Y,Y,Y, , , , , , , , , , , , 
13295257.85041,3791785.21752748,134,59995,59850,ZHENJIANG,CN,32.216667,119.433333,32,13,N,119,26,E,157,UK1642,S,RN,F,Y, ,N, ,Y,K,L,J,L,1,M,Y,Y, , ,Y,Y,Y, , , ,Y,Y, ,Y, , ,Y, , , , ,Y, ,Y, ,Y,Y, , , ,Y,Y,Y,Y,Y, ,Y, , , , ,Y,Y,Y, , , ,C, ,M
3608606.82654862,10194149.9991344,135,62890,62530,KANDALAKSHA,RU,67.133333,32.416667,67,8,N,32,25,E,183,BA3180,V,RN,F, , ,Y, , ,L,G,K, ,2,M,Y, ,Y,N,Y,Y,Y, , , ,Y,Y,Y, ,Y,Y,Y,Y, ,Y,Y, , , , ,Y,Y, , , ,Y, , , , ,Y,Y,Y, , , ,Y,Y,N,Y, , ,C, ,S
13219189.5317012,3774254.3997542,136,60000,59850,NANJING,CN,32.083333,118.75,32,5,N,118,45,E,157,522,V,RN,F,Y, ,Y,Y, ,K,L,K,K,1,L,Y,Y,Y, ,Y,Y,Y,Y,Y, ,Y,Y, ,Y,Y,Y,Y, ,Y,Y,Y,Y, , , ,Y,N, ,N,Y, ,Y, ,Y,Y,Y,Y, , , , ,Y,Y,Y,Y, , ,C, ,S
3825679.8335955,10061736.2770171,137,62900,62530,BOLSHAYA PIRYU GUBA,RU,66.666667,34.366667,66,40,N,34,22,E,183,BA3180,S,CN,G, , ,Y, , ,N,J,N, ,5, , , , , , ,Y, , ,Y, ,Y, , , , , ,Y, , , ,Y, , , , ,Y, , , , , , , , , , ,Y, , , , , , , , , , ,C,S, 
13176517.0602305,3676114.90713866,138,60010,59850,WU HU,CN,31.333333,118.366667,31,20,N,118,22,E,157,TW 153,S,RN,F, , , ,Y, ,M,L,N, ,1, , , , , ,Y,Y,Y, , , ,Y,Y, , , , ,Y, ,Y,Y,Y, , , , ,Y, , , ,Y,Y,Y, , ,Y,Y, , , , , ,Y,Y, , , , ,N, , 
